female,age,college,nhhld,inc2019,pab2019,emp2020
0,28,0,1,8260.665,2498,1
0,20,1,1,9344.345,2498,1
0,35,0,1,25518.61,0,0
1,39,0,1,10886.5,2498,0
1,49,1,1,5626.229,2498,1
0,23,0,1,10803.76,2498,1
0,27,1,1,8504.967,2498,0
0,52,0,1,28143.97,0,0
0,32,1,1,5386.463,2498,0
1,22,0,1,14690.56,0,0
1,41,0,1,6585.123,2498,0
0,39,1,1,6537.691,2498,0
0,49,0,1,4225.441,2498,1
0,23,0,1,9784.322,2498,0
0,33,0,1,22566.19,0,1
1,40,1,1,23575.21,0,1
0,34,0,1,6134.521,2498,0
1,45,0,1,7731.324,2498,1
1,20,0,1,21523.1,0,0
0,24,1,1,3807.446,2498,0
0,37,0,1,7827.465,2498,0
1,33,1,1,5626.154,2498,0
0,23,0,1,12468.32,2498,1
1,47,1,1,14498.5,0,0
0,46,0,1,17608.3,0,0
1,49,0,1,5026.777,2498,0
1,42,1,1,2803.809,2498,1
1,21,0,1,7170.539,2498,0
0,46,0,1,1522.031,2498,0
1,48,0,1,6744.596,2498,1
0,54,0,1,23767.48,0,0
1,41,0,1,9199.816,2498,0
0,19,0,1,6775.14,2498,1
1,33,0,1,4998.024,2498,1
0,22,0,1,4940.663,2498,0
0,44,0,1,18571.74,0,1
1,50,0,1,10074.59,2498,0
0,53,0,1,28719.13,0,0
1,48,1,1,7539.203,2498,0
0,52,0,1,11282.21,2498,0
0,25,0,1,12755.98,0,1
0,53,0,1,6262.348,2498,0
0,51,0,1,6290.493,2498,0
1,33,0,1,4858.432,2498,0
1,49,1,1,13751.68,0,0
0,35,1,1,7409.856,2498,1
0,32,0,1,7729.311,2498,0
1,28,0,1,7734.782,2498,0
0,42,0,1,11197.5,2498,0
1,43,0,1,4891.501,2498,0
1,49,0,1,5311.31,2498,0
0,45,1,1,8966.303,2498,1
1,53,0,1,3471.364,2498,0
1,32,0,1,21827.98,0,0
0,30,0,1,7002.53,2498,1
0,26,0,1,5850.029,2498,1
0,49,0,1,5835.141,2498,1
1,49,0,1,7012.327,2498,0
0,40,0,1,7543.223,2498,0
0,35,0,1,14211.8,0,0
1,31,0,1,8652.555,2498,1
0,34,0,1,6067.066,2498,1
1,24,1,1,5405.076,2498,0
0,22,1,1,10329,2498,1
0,47,0,1,4632.907,2498,1
0,23,1,1,2885.982,2498,0
1,20,1,1,9145.109,2498,1
0,50,0,1,7888.992,2498,0
0,52,1,1,5673.04,2498,0
1,51,0,1,20536.97,0,1
1,21,0,1,12195.96,2498,0
1,46,0,1,13354.27,0,0
0,30,1,1,7797.968,2498,0
1,34,1,1,15090.28,0,0
1,32,0,1,22774.09,0,1
1,33,0,1,4572.352,2498,0
1,32,0,1,10146.14,2498,0
0,48,1,1,6661.335,2498,0
1,51,1,1,17845.03,0,0
1,30,0,1,4627.9,2498,0
0,54,0,1,5794.665,2498,0
1,33,0,1,5701.346,2498,0
0,42,0,1,3404.166,2498,1
1,42,0,1,5201.541,2498,1
0,31,0,1,9729.86,2498,1
1,33,1,1,4106.177,2498,0
0,41,1,1,18493.28,0,0
0,41,0,1,14434.29,0,1
1,52,0,1,5210.205,2498,1
0,40,0,1,3503.137,2498,1
1,51,0,1,7015.284,2498,0
1,19,0,1,6625.267,2498,0
0,53,0,1,10099,2498,0
0,34,1,1,8173.182,2498,0
1,32,0,1,5631.657,2498,0
1,44,0,1,6370.649,2498,0
0,40,0,1,5529.793,2498,0
0,34,0,1,6221.922,2498,0
0,39,0,1,4102.13,2498,0
0,43,0,1,10538.67,2498,1
1,49,1,1,16157.3,0,0
1,35,0,1,9277.562,2498,0
0,42,1,1,4417.97,2498,0
1,42,0,1,6356.272,2498,0
0,28,1,1,3838.003,2498,1
1,29,0,1,8377.751,2498,1
1,51,1,1,5915.258,2498,0
0,31,1,1,23115.24,0,1
1,29,0,1,12465.93,2498,1
0,37,0,1,5625.344,2498,0
0,44,0,1,5951.166,2498,0
0,49,1,1,7922.634,2498,1
0,51,0,1,7612.898,2498,1
0,48,0,1,6117.339,2498,1
1,47,1,1,8252.185,2498,1
1,43,1,1,9309.992,2498,0
0,49,0,1,6137.939,2498,1
0,49,1,1,8630.37,2498,1
1,29,1,1,9657.052,2498,0
1,41,0,1,10851.45,2498,0
0,48,0,1,12804.15,0,1
0,34,1,1,6109.271,2498,1
1,29,1,1,11530.9,2498,1
1,41,1,1,31153.22,0,0
1,21,1,1,7201.007,2498,0
0,53,0,1,9466.881,2498,1
1,50,0,1,4267.908,2498,1
0,19,1,1,2918.134,2498,0
0,45,1,1,4674.163,2498,1
1,47,0,1,6355.497,2498,1
0,27,0,1,7466.741,2498,1
1,33,1,1,18384.45,0,1
0,50,0,1,10671.46,2498,0
1,37,0,1,9954.747,2498,0
0,31,0,1,6819.519,2498,1
1,27,0,1,3162.157,2498,0
1,37,0,1,7202.504,2498,0
0,47,0,1,24516.19,0,0
1,27,1,1,6328.376,2498,1
1,33,0,1,15858.85,0,0
0,24,0,1,13786.89,0,1
0,26,0,1,7338.54,2498,1
0,46,0,1,11733.21,2498,0
0,24,1,1,5564.666,2498,1
0,52,0,1,8782.018,2498,0
1,28,1,1,6238.338,2498,1
0,41,1,1,6871.196,2498,0
1,23,0,1,8284.491,2498,0
1,22,0,1,5701.71,2498,1
1,49,0,1,16901.94,0,0
1,44,0,1,7258.219,2498,0
0,31,1,1,17176.87,0,1
0,45,0,1,2492.467,2498,0
1,35,1,1,7479.861,2498,1
0,19,0,1,5517.14,2498,0
0,38,0,1,7948.183,2498,0
0,18,0,1,24823.9,0,1
0,26,0,1,4455.381,2498,1
1,44,0,1,9241.895,2498,0
0,50,0,1,2727.287,2498,1
0,33,1,1,4028.562,2498,0
0,21,0,1,3918.377,2498,0
0,34,1,1,7797.804,2498,1
0,28,0,1,9744.96,2498,0
0,20,0,1,10325.96,2498,0
1,40,0,1,9207.093,2498,1
1,27,0,1,6270.285,2498,1
0,27,1,1,12808.36,0,1
0,45,0,1,8319.248,2498,1
1,39,0,1,20173.99,0,0
0,50,0,1,5392.626,2498,0
1,48,0,1,15610.6,0,1
0,21,0,1,7224.373,2498,1
0,43,1,1,17712.17,0,0
1,30,1,1,7944.159,2498,1
1,53,0,1,3208.922,2498,0
0,31,1,1,2394.255,2498,0
0,22,0,1,18233.61,0,0
0,47,1,1,7100.936,2498,0
0,42,1,1,11134.36,2498,1
1,42,0,1,8160.526,2498,0
1,48,0,1,9523.04,2498,1
0,52,1,1,2722.394,2498,1
1,38,0,1,1837.922,2498,1
1,27,1,1,7141.092,2498,0
0,21,1,1,12293,2498,1
0,42,1,1,12797.14,0,0
0,48,0,1,17318.94,0,1
0,32,1,1,6344.13,2498,1
0,51,0,1,10838.55,2498,0
0,24,1,1,14123.9,0,1
1,44,1,1,11337.82,2498,1
0,39,0,1,7451.212,2498,0
0,32,1,1,3585.64,2498,1
0,18,1,1,8318.019,2498,0
0,25,0,1,7219.415,2498,1
1,32,0,1,5772.145,2498,1
0,29,0,1,12136.92,2498,1
0,38,0,1,9223.536,2498,0
1,50,1,1,2598.895,2498,1
0,19,0,1,3569.019,2498,0
1,29,0,1,8112.076,2498,1
1,23,1,1,8511.109,2498,0
1,30,1,1,8188.927,2498,0
0,42,0,1,25235.2,0,1
1,37,1,1,5395.404,2498,0
0,38,0,1,9922.427,2498,0
0,51,0,1,4517.708,2498,1
1,20,0,1,6195.585,2498,0
0,46,1,1,3538.443,2498,1
1,50,1,1,10867.7,2498,0
0,43,0,1,3464.128,2498,1
1,36,1,1,5942.896,2498,0
0,24,0,1,7318.083,2498,0
0,48,1,1,11651.33,2498,0
0,50,0,1,13387.56,0,1
0,42,0,1,24862.97,0,0
1,38,1,1,7931.569,2498,0
0,41,1,1,10592.26,2498,1
1,31,0,1,3291.458,2498,0
1,35,0,1,4112.185,2498,0
1,47,1,1,11314.04,2498,0
1,46,1,1,9580.693,2498,0
0,27,1,1,7335.909,2498,1
0,48,0,1,5424.295,2498,0
1,42,0,1,18032.06,0,1
1,46,0,1,8990.689,2498,0
1,41,0,1,10781.58,2498,0
0,37,0,1,8966.748,2498,1
0,43,0,1,1624.216,2498,1
1,52,1,1,5713.478,2498,0
1,26,1,1,7868.675,2498,1
0,51,0,1,19883.68,0,0
0,24,0,1,18060.22,0,0
0,47,0,1,2367.128,2498,1
1,19,1,1,14555.01,0,0
1,33,0,1,3717.112,2498,1
0,19,0,1,13078.03,0,0
0,47,1,1,2860.126,2498,1
0,42,1,1,4051.478,2498,1
0,34,0,1,20028.22,0,0
1,43,1,1,19056.76,0,1
1,24,0,1,17830.18,0,1
1,19,1,1,5942.023,2498,0
1,54,0,1,3969.506,2498,0
1,26,0,1,7803.577,2498,1
1,26,0,1,11058.58,2498,0
1,44,1,1,8651.655,2498,0
1,42,1,1,3553.739,2498,0
0,29,0,1,7801.68,2498,1
1,38,1,1,10003.44,2498,0
1,26,0,1,16870.94,0,0
0,46,0,1,10174.32,2498,1
0,41,0,1,6584.62,2498,0
1,40,1,1,4389.483,2498,0
0,45,1,1,5174.448,2498,0
0,46,0,1,14201.54,0,0
0,26,1,1,6020.69,2498,0
0,28,1,1,15006.24,0,0
0,42,1,1,5032.313,2498,0
1,26,1,1,6055.857,2498,0
0,27,0,1,6436.242,2498,0
1,52,0,1,4513.118,2498,0
1,37,0,1,7843.755,2498,0
1,48,0,1,7435.212,2498,0
0,23,1,1,25875.74,0,1
0,25,0,1,10169.18,2498,0
0,27,0,1,12684.98,0,1
1,24,0,1,11633.22,2498,1
1,31,0,1,5640.058,2498,1
1,37,0,1,7841.183,2498,1
0,25,0,1,10837.58,2498,1
0,25,0,1,18845.48,0,0
0,40,0,1,8975.543,2498,0
0,49,1,1,8801.73,2498,1
0,46,1,1,10344.88,2498,1
0,24,1,1,7935.859,2498,0
0,24,0,1,4560.655,2498,1
0,52,0,1,19023.07,0,1
1,25,0,1,14293.05,0,0
1,25,1,1,6866.146,2498,1
1,48,0,1,6037.882,2498,0
0,30,0,1,6568.376,2498,0
0,44,1,1,4028.646,2498,0
1,52,1,1,7451.233,2498,1
0,28,0,1,15288.91,0,0
1,31,0,1,14162.33,0,0
1,27,0,1,9399.267,2498,0
1,24,1,1,7399.702,2498,1
0,34,0,1,12710.11,0,1
1,44,1,1,8704.481,2498,1
0,24,0,1,7530.903,2498,0
1,28,0,1,21192.26,0,1
1,49,0,1,10554.08,2498,1
1,45,1,1,7505.7,2498,1
0,31,0,1,2637.728,2498,1
0,52,0,1,11124.63,2498,0
0,44,0,1,7687.922,2498,0
1,30,1,1,7657.125,2498,0
0,24,0,1,5098.746,2498,1
1,50,0,1,19830.84,0,0
0,25,0,1,5694.064,2498,0
1,52,0,1,6506.188,2498,1
1,23,1,1,5953.396,2498,0
0,50,1,1,12468.49,2498,0
1,25,0,1,11100.75,2498,1
0,20,0,1,23996.38,0,1
1,26,0,1,12391.86,2498,1
0,25,0,1,2766.029,2498,0
0,27,0,1,5411.925,2498,1
1,29,0,1,4888.176,2498,0
0,40,0,1,11819.01,2498,0
1,28,0,1,8087.805,2498,1
0,27,0,1,8881.175,2498,0
1,31,1,1,5185.617,2498,1
0,19,0,1,15305.35,0,0
0,20,0,1,4566.626,2498,1
1,44,0,1,13248.38,0,0
0,46,0,1,6704.527,2498,0
1,25,0,1,13367.32,0,1
0,45,0,1,8055.006,2498,0
1,43,0,1,10716.14,2498,1
0,49,0,1,4939.805,2498,0
0,33,0,1,5865.683,2498,0
1,28,1,1,3550.026,2498,1
0,19,0,1,8114.877,2498,1
0,18,1,1,8455.924,2498,1
1,30,1,1,7580.427,2498,1
0,45,0,1,15128.47,0,0
1,46,0,1,6161.116,2498,0
0,19,0,1,14715,0,0
1,25,1,1,5343.659,2498,1
1,33,0,1,4720.545,2498,0
0,53,0,1,6917.833,2498,1
0,28,0,1,13329.97,0,1
1,41,1,1,12576.37,0,0
0,34,0,1,7533.898,2498,0
0,49,0,1,7997.255,2498,0
1,50,1,1,6087.49,2498,0
1,29,0,1,42118.32,0,0
0,22,0,1,9160.848,2498,0
0,38,1,1,5564.396,2498,1
1,33,0,1,6086.225,2498,0
0,48,0,1,18223.42,0,0
1,24,1,1,13799.91,0,0
0,36,0,1,5128.772,2498,1
0,33,1,1,8103.292,2498,1
1,28,0,1,4805.169,2498,0
0,47,1,1,4201.292,2498,1
1,22,0,1,19251.05,0,1
1,52,1,1,7816.03,2498,1
0,35,0,1,9917.507,2498,0
0,25,1,1,7699.214,2498,1
1,29,0,1,8458.957,2498,0
1,22,0,1,3925.202,2498,0
1,35,0,1,4012.553,2498,1
0,47,0,1,8010.62,2498,1
1,31,1,1,9896.391,2498,0
1,19,0,1,9109.438,2498,0
0,52,0,1,6758.684,2498,0
0,24,0,1,3427.069,2498,1
1,20,0,1,7336.664,2498,0
0,37,0,1,4023.946,2498,0
1,49,1,1,2004.74,2498,1
1,52,0,1,9636.26,2498,0
0,23,0,1,8182.042,2498,0
1,49,1,1,5687.921,2498,1
1,35,0,1,4151.407,2498,0
0,48,0,1,7439.113,2498,0
0,20,0,1,12256.32,2498,0
1,25,0,1,14563.3,0,0
0,21,1,1,12486.73,2498,0
1,25,0,1,8427.12,2498,1
1,51,0,1,9268.833,2498,1
0,21,0,1,7998.429,2498,1
0,28,1,1,8049.584,2498,0
1,50,0,1,20434.58,0,0
1,26,1,1,2360.82,2498,1
0,53,1,1,4944.91,2498,1
0,34,1,1,11867.8,2498,0
0,41,1,1,12303.8,2498,1
0,43,0,1,12499.23,0,0
0,20,0,1,4946.98,2498,1
1,30,0,1,7387.32,2498,0
1,33,0,1,7816.492,2498,1
0,40,0,1,13800.66,0,1
0,30,0,1,15347.14,0,0
0,39,0,1,5110.263,2498,1
1,53,1,1,6286.547,2498,1
0,53,1,1,18159.96,0,0
0,25,0,1,6891.691,2498,0
1,33,1,1,3710.418,2498,0
1,42,1,1,7386.813,2498,0
1,50,0,1,11005.9,2498,1
0,35,0,1,4254.989,2498,1
0,45,1,1,8756.186,2498,0
1,18,0,1,4434.66,2498,0
1,48,0,1,5784.103,2498,1
1,28,1,1,12787.99,0,0
1,53,0,1,17755.08,0,0
0,21,1,1,5149.695,2498,0
0,50,0,1,5580.439,2498,0
0,45,1,1,4680.117,2498,0
1,41,1,1,8493.968,2498,1
1,27,0,1,8994.214,2498,0
0,23,0,1,6609.345,2498,0
1,53,1,1,5185.578,2498,0
0,45,1,1,9354.277,2498,1
1,32,1,1,4884.048,2498,1
1,19,0,1,2907.219,2498,0
1,36,1,1,3953.601,2498,1
1,43,0,1,4405.461,2498,1
0,34,0,1,4115.331,2498,1
0,54,1,1,16344.25,0,1
1,22,0,1,5161.761,2498,0
0,39,0,1,4870.573,2498,1
0,50,0,1,3775.691,2498,1
0,45,0,1,4366.515,2498,1
1,51,1,1,8341.858,2498,0
0,51,0,1,4684.717,2498,1
1,41,0,1,13023.51,0,0
0,50,0,1,4042.25,2498,1
1,37,0,1,9600.815,2498,1
1,50,1,1,6902.966,2498,1
0,30,0,1,4368.464,2498,1
0,39,0,1,3465.162,2498,0
0,23,1,1,12138,2498,1
1,31,1,1,16347.2,0,1
1,33,0,1,12437.7,2498,0
0,38,0,1,3964.539,2498,1
0,52,0,1,4554.509,2498,0
0,29,1,1,10768.23,2498,1
1,35,1,1,5280.607,2498,1
0,24,0,1,25974.12,0,0
1,44,0,1,13172.1,0,1
1,38,1,1,8626.362,2498,0
0,23,0,1,11023.92,2498,0
0,41,0,1,20611.14,0,0
0,31,0,1,18340.36,0,1
0,43,1,1,11515.41,2498,1
1,48,1,1,7959.303,2498,0
0,35,0,1,10312.58,2498,0
0,23,0,1,11477.34,2498,0
1,43,0,1,6196.211,2498,0
0,34,0,1,3048.892,2498,0
1,19,0,1,8403.918,2498,1
1,19,1,1,6252.233,2498,0
1,50,0,1,8843.286,2498,1
0,53,1,1,7464.541,2498,1
1,25,1,1,6900.418,2498,1
0,25,0,1,5962.823,2498,0
0,33,1,1,19261.27,0,0
0,20,1,1,20939.89,0,0
1,23,0,1,11958.35,2498,1
0,53,0,1,4939.23,2498,0
0,38,0,1,14686.37,0,0
1,29,1,1,4338.981,2498,0
0,34,0,1,9347.286,2498,0
1,46,0,1,12669.31,0,0
1,37,0,1,11103.25,2498,1
0,47,0,1,21550.54,0,0
0,27,0,1,7460.477,2498,1
0,34,0,1,7734.775,2498,0
1,52,1,1,2530.246,2498,0
1,34,0,1,5976.429,2498,1
0,49,0,1,16686.78,0,0
1,44,0,1,7917.77,2498,0
0,30,0,1,7213.29,2498,0
0,32,0,1,5609.032,2498,1
1,53,0,1,8935.904,2498,0
0,52,1,1,5309.527,2498,0
0,33,1,1,6557.186,2498,0
0,52,0,1,4773.648,2498,1
1,22,1,1,5073.039,2498,0
1,47,0,1,7781.127,2498,0
0,41,0,1,17416.23,0,0
1,25,0,1,3346.397,2498,0
0,32,0,1,7800.638,2498,0
0,35,1,1,3583.377,2498,0
1,50,0,1,8959.379,2498,0
0,19,0,1,7425.958,2498,1
0,52,1,1,10890.21,2498,0
0,27,0,1,5220.874,2498,0
1,25,1,1,7063.471,2498,1
1,29,0,1,11051.61,2498,0
0,49,0,1,3264.346,2498,0
0,30,0,1,7756.788,2498,1
0,51,0,1,5512.228,2498,0
0,22,0,1,6553.359,2498,1
1,19,1,1,6225.489,2498,0
1,24,0,1,11247.48,2498,0
0,27,1,1,7379.666,2498,1
0,42,1,1,9518.165,2498,1
0,20,0,1,26826.4,0,0
0,25,0,1,30044.83,0,0
1,40,1,1,5157.854,2498,0
0,44,0,1,6670.896,2498,0
0,27,0,1,13720.02,0,0
0,18,0,1,4924.114,2498,1
0,34,0,1,6888.695,2498,0
0,35,1,1,4022.266,2498,0
1,37,0,1,4005.518,2498,0
0,48,0,1,3463.49,2498,0
0,21,0,1,5667.405,2498,0
0,24,0,1,4714.26,2498,0
0,28,1,1,12252.54,2498,0
0,38,0,1,7250.18,2498,0
0,45,0,1,10659.52,2498,1
1,41,0,1,15130.33,0,1
1,23,0,1,8032.997,2498,1
1,44,0,1,11730.49,2498,0
0,31,0,1,12197.79,2498,0
1,21,0,1,17027.26,0,0
1,32,1,1,17586.3,0,0
0,26,0,1,16367.42,0,1
0,20,0,1,8345.392,2498,0
0,25,0,1,3718.583,2498,1
1,45,1,1,7936.14,2498,1
0,36,1,1,14701.31,0,0
0,41,0,1,10685.47,2498,0
1,20,1,1,7604.887,2498,0
0,31,1,1,13342.93,0,0
0,42,1,1,4821.764,2498,0
0,32,0,1,11543.48,2498,0
0,21,0,1,2494.111,2498,0
1,18,0,1,20500.58,0,1
0,41,0,1,14160.09,0,1
1,31,0,1,4421.881,2498,1
0,39,0,1,5888.096,2498,1
1,52,1,1,2103.208,2498,1
0,43,0,1,17071.55,0,0
0,41,0,1,7320.778,2498,1
0,42,0,1,12571.64,0,0
0,29,1,1,10792.25,2498,0
0,42,1,1,3913.746,2498,0
1,42,0,1,16478.44,0,0
0,19,0,1,5145.062,2498,1
0,28,0,1,17567.96,0,0
1,39,1,1,9656.352,2498,0
1,24,0,1,2585.268,2498,0
0,48,1,1,5254.43,2498,0
1,36,1,1,17060.03,0,0
0,42,0,1,12159.29,2498,0
0,43,1,1,5482.11,2498,0
1,19,0,1,6924.309,2498,0
1,44,0,1,8383.361,2498,1
0,39,0,1,6638.764,2498,1
0,49,0,1,13106.81,0,1
1,39,0,1,4609.207,2498,1
1,21,0,1,36958.77,0,0
1,28,0,1,10084.57,2498,0
1,43,1,1,6877.451,2498,1
0,32,0,1,11642.52,2498,0
0,39,1,1,7912.961,2498,0
0,50,1,1,24475.52,0,1
1,42,1,1,12675.52,0,0
0,38,0,1,7235.191,2498,0
0,35,0,1,12484.93,2498,1
0,52,1,1,5034.405,2498,1
0,45,0,1,7697.276,2498,1
1,48,0,1,3820.689,2498,1
0,53,1,1,7466.456,2498,0
0,52,0,1,4193.434,2498,0
0,28,1,1,17630.67,0,1
0,19,1,1,6830.317,2498,0
1,53,1,1,10593.65,2498,1
0,38,1,1,6067.888,2498,1
0,28,0,1,7672.819,2498,1
1,27,0,1,3154.311,2498,0
1,32,0,1,7876.716,2498,0
1,43,1,1,5893.236,2498,0
0,48,0,1,8540.502,2498,0
0,26,0,1,7753.342,2498,0
1,32,0,1,12735.57,0,1
0,47,0,1,4812.901,2498,1
1,37,1,1,15090.12,0,1
0,27,0,1,5202.226,2498,1
0,48,0,1,5359.521,2498,0
1,47,1,1,10440.44,2498,1
1,25,0,1,9307.906,2498,0
0,28,0,1,2987.632,2498,1
1,53,1,1,8476.246,2498,1
1,40,1,1,3226.358,2498,0
0,38,1,1,8228.594,2498,0
1,29,0,1,6059.19,2498,0
1,50,0,1,8638.192,2498,0
0,53,0,1,2820.828,2498,0
